review,label,score,tokenized
이게진짜재밌나요? 막판에 너무 오글거려서 사람들 반응 확인하려고 상영관 둘러봤습니다.오글거린다는 표현이 감성적인 것을 비하하는 것 같아 잘 쓰지는 않는데요...막판에는 감성X 감동X 오글킹O 이었습니다,91 %,부정,"['이게', '막판에', '너무', '오글거', '사람들', '반응', '확인하려고', '상영관', '둘러봤습니다.오글거린다는', '표현이', '감성', '것을', '비하하는', '것', '같아', '잘', '쓰지는', '않는데요...막판에는', '감성', '감동', '오글', '이었습니다']"
잠와죽는줄알았네.뻔한스토리,96 %,부정,['잠와죽는줄알았네.뻔한스토리']
솔직히 9점대는아닙니다알바생들이 너무 평점을 올려놧네여갠적으론 5-6점대가 딱적당하겠네요,87 %,부정,"['솔직', '9점대', '너무', '평점', '올려놧네여갠적으론', '5-6점대가', '딱적당하겠네요']"
하도 볼게 없어서 평점 보고 갔는데 돈주고 보기 아까움관객수가 평점임  비추,99 %,부정,"['하도', '볼게', '없어', '평점', '보고', '갔는데', '돈주고', '보기', '아까', '평점', '비추']"
평점이 왜 저렇게 높은지 모르겠다. 마지막 개미 연출은 정말이지 촌스럽기 짝이 없었음.,99 %,부정,"['평점', '왜', '저렇게', '높은', '모르겠', '마지막', '개미', '연출', '정말', '촌스럽기', '짝이', '없었']"
전 이솜 빼고 두 분 연기 진짜 몰입안됐어요 누가봐도 연기라고 느껴짐...내용도 참,98 %,부정,"['전', '이솜', '빼고', '두', '분', '연기', '진짜', '몰입', '누가봐도', '연기', '느껴짐...내용도', '참']"
평균 이하의 영화..댓글 보고 봤다가 실망..,95 %,부정,"['평균', '이하의', '영화', '보고', '봤다가', '실망']"
오글거림.개연성없는전개.,96 %,부정,['오글거']
아 개노잼에 기억에 남는것도 없고 길어서 지루함 말도안되는 내용만 가득하다 별점 10개주는애들   ㄹㅇ본거맞지? 이래서 평점믿으면 안된다는거네ㅋㅋ킬링타임용으로도 추천못할 영화임 영화관에서 웃음소리 한번 안나는 영화는...,94 %,부정,"['아', '개노잼에', '기억에', '남는것도', '없고', '길어서', '지루', '말도안되는', '내용', '가득하다', '별점', '10', 'ㄹㅇ본거맞지?', '이래서', '평점', '안된다는거네ㅋㅋ킬링타임용으로도', '추천', '영화', '영화', '웃음', '한번', '안나는', '영화']"
평점 주작질 하고 쳐있네 존나게 재미없구만 시이바 절대보지마,93 %,부정,"['평점', '주작질', '하고', '쳐있네', '존나게', '재미', '시이바', '절대보지마']"
이건 평점조작입니다. 절대 9점대 영화는아닙니다.,97 %,부정,"['이건', '평점', '절대', '9점대', '영화']"
진짜 애x 없는 영화 뭐같이 짜증나네,98 %,부정,"['진짜', '애x', '없는', '영화', '뭐같이', '짜증나네']"
판단 잘하시길바랍니다~,67 %,부정,"['판단', '잘하']"
평점 기대하고봤는데 돈주고 보긴 아깝네요,99 %,부정,"['평점', '기대', '돈주고', '보긴', '아깝']"
개인적으로 저는 딱히....,84 %,부정,"['개인적으로', '저는', '딱히....']"
평점알바들인가? 평점보고 보러왔는데 지루해서 중간에나왔는데 평점은 너무높네요,97 %,부정,"['평점', '평점', '보러', '지루', '중간에', '평점', '너무']"
애매율 1위고 코로나 시국에 이정도 인기면 기본은 하겠다..해서 봤는데 스토리 진행이 약간 단순하고 이정도 평점 맞을정도에 영화는 아닌것 같아요.,72 %,부정,"['애매율', '1위고', '코로나', '시국에', '이정도', '인기면', '기본은', '하겠다..해서', '봤는데', '스토리', '진행이', '약간', '단순하고', '이정도', '평점', '맞을정도에', '영화', '아닌', '같아요']"
생각보다 재미가 없습니다...,97 %,부정,"['생각', '재미', '없습니다...']"
옳게 세상을 살아가는 방법,74 %,긍정,"['옳게', '세상', '살아가는', '방법']"
생각이 되게 많아지는 영화였어요ㅠㅠ 1990년대에 태어나진 않았지만 저도 모르는 옛날 감성이 너무 좋아여 신기하고,98 %,긍정,"['생각', '되게', '많아', '영화', '1990년대에', '태어나진', '않았', '저도', '모르', '옛날', '감성', '너무', '좋아', '신기하고']"
나쁘지않은 연기력들을 보여줬으나 이상하게 흘러가는 스토리..  개연성 부족..,80 %,부정,"['나쁘지않은', '연기', '보여', '이상하게', '흘러가는', '스토리', '개연성', '부족..']"
솔직히 그냥 전형적인 한국영화였다. 그냥저냥 볼만 했는데 명작이라고까지 하는 건 좀 오바.,81 %,부정,"['솔직', '그냥', '전형적인', '한국영화', '그냥', '볼만', '했는데', '명작이라고까지', '하는', '건', '좀', '오바.']"
박혜수라는 배우를 알려준 영화,80 %,긍정,"['박혜수', '배우', '알려준', '영화']"
유쾌하고 재밌네요! 주말에 볼만한 영화,99 %,긍정,"['유쾌하', '재밌', '주말에', '볼만', '영화']"
연기진짜다들 너무잘하네요스토리 연출력 모두 제 취향이였어요감동까지 굿굿굿  아 또보고싶네요이솜씨 너무 좋아해서  보러갔다가 고아성 혜수님한테  이런영화 너무좋아요,97 %,긍정,"['연기', '너무', '연출', '모두', '제', '취향이였어요감동까지', '굿굿굿', '아', '또보고싶네요이솜씨', '너무', '좋아', '보러', '고아성', '혜수님한테', '이런', '너무']"
생각보다 더 흥미진진한 내용이라 기대 이상으로 재미있게 봤습니다,99 %,긍정,"['생각', '더', '흥미진진한', '내용', '기대', '이상으로', '재미', '봤습니다']"
아무 기대없이 봤는데 최근 본 영화 중에 제일 재밌었다. 좀 오바스러운 연출장면이 있긴하지만 그것도 나름 이 영화의 매력인거같다. 감동포인트도 있고 무엇보다. 세 배우 케미가 대박이다. 너무 귀여어. 삼토반 영화보고...,99 %,긍정,"['아무', '기대', '봤는데', '최근', '본', '영화', '중에', '제일', '재밌', '좀', '오바스러운', '연출', '있긴하지만', '그것도', '나름', '이', '영화', '매력', '감동', '있고', '무엇보다.', '세', '배우', '케미', '대박이다.', '너무', '귀여어.', '삼토반', '영화']"
정말 너무 재밌게 봤어요  내용도 좋고 연출도 좋고 배우분들 연기도 너무 좋고 뭐하나 빠진게 없어요 제가 집중력이 좀 떨어지는데도 지루할 틈 없이 한 눈 안 팔고 끝까지 완전 잘 봤어요~  오랜만에 인생영화 생겨서 ...,99 %,긍정,"['정말', '너무', '재밌', '봤어요', '내용', '좋고', '연출', '좋고', '배우', '연기', '너무', '좋고', '뭐하나', '빠진게', '없어', '제가', '집중력이', '좀', '떨어지는데도', '지루', '틈', '없이', '한', '눈', '안', '팔고', '끝까지', '완전', '잘', '봤어요', '오랜만에', '인생영화', '생겨서', '..']"
룸싸롱이나 성추행등 언급은 있지만 쓸데없는 연출은 하지 않고 남자 배우에 치중하지 않음. 그러나 긴장감이 없고 예측 가능한 선에서 흘러가는 스토리.,93 %,부정,"['룸싸롱이나', '성추행등', '언급은', '있지만', '쓸데없는', '연출', '하지', '않고', '남자', '배우', '치중하지', '않음.', '그러나', '긴장감이', '없고', '예측', '가능한', '선에서', '흘러가는', '스토리']"
네이버 평점보고 갔다가 그냥그런영화평점 9.31은 너무한거 아니냐?,87 %,부정,"['네이버', '평점', '갔다가', '그냥', '9.31은', '너무', '아니']"
재밌는데 결말이 좀 오글거려요,98 %,긍정,"['재밌', '결말', '좀', '오글거']"
추천합니다. 대부분의 인물들이 입체적이라 반전이 많아서 정말 재미있고 생각하게 만드는 것들이 많아요,90 %,긍정,"['추천', '대부분의', '인물들이', '입체적이라', '반전', '많아', '정말', '재미', '생각', '만드는', '것들이', '많아']"
"연기도 좋고 여성,환경,노동을 담은 주제의식도 좋았지만...  전개가 좀 뜬금없고 억지스러운 장면이 있음...",94 %,부정,"['연기', '좋고', '여성', '담은', '주제의식도', '좋았', '전개', '좀', '뜬금없고', '억지', '장면', '있음...']"
일본놈들에게는 쌀 한톨도 뺏기면 안되지!,95 %,긍정,"['일본놈들에게는', '쌀', '한톨도', '뺏기면', '안되']"
2020년 최고의 영화,87 %,긍정,"['2020', '최고', '영화']"
잘만든 레트로 감성의 영화 흥하길,98 %,긍정,"['잘만든', '레트로', '감성', '영화', '흥하길']"
이솜 고아성 박혜수 셋 조합이 정말 짱짱임... 어떻게 이런 캐스팅을 한 건지 정말 캐스팅 담당자 박수 받아야함.. 재미 감동 두 마리 토끼 다 잡았다고 생각하고 지인이 보러가자 하면 또 볼 의향 있음,99 %,긍정,"['이솜', '고아성', '박혜수', '셋', '조합이', '정말', '짱짱임...', '어떻게', '이런', '캐스팅을', '한', '건지', '정말', '캐스팅', '담당자', '박수', '받아야함..', '재미', '감동', '두', '마리', '토끼', '다', '잡았다고', '생각', '지인이', '보러', '하면', '또', '볼', '의향', '있음']"
"감독님, 좀 덜어내지 그랬어요. 그리고 평론가님들. 나한테 왜 그랬어요?",93 %,부정,"['감독님,', '좀', '덜어내지', '그랬어요.', '그리고', '평론가님들.', '나한테', '왜', '그랬어요?']"
왜 재밌다고 하는걸까 지금 보는중인데 나갈까말까 ...갈곳이 없어 앉아있다ㅠ,85 %,부정,"['왜', '재밌', '하는', '지금', '보는', '나갈까말까', '..', '없어', '앉아있다ㅠ']"
뭐 요즘나오는 영화중에는 볼만함 근데 주위가 다 똥이라서 볼만한거임 명작은 아니고 이런유 영화는 널렸지 널렸어,79 %,긍정,"['뭐', '요즘', '영화', '볼만', '근데', '주위가', '다', '똥이라서', '볼만', '명작은', '아니', '이런', '영화', '널렸지', '널렸어']"
기대치 전혀없이 봤을땐 최상입니다 ㅋ 재밌게 봤엉요,95 %,긍정,"['기대', '전혀없이', '봤을땐', '최상입니다', 'ㅋ', '재밌', '봤엉요']"
아주 유치했던 영화 뭐 이딴데에 투자를 하는 사람이 있나하고 생각했다 그런 안목으로 영화판에서 돈을 벌려고 하다니 개념이 있는건지...,99 %,부정,"['아주', '유치', '영화', '뭐', '이딴데에', '투자를', '하는', '사람', '있나하고', '생각', '그런', '안목으로', '영화', '돈을', '벌려고', '하다니', '개념이', '있는']"
보다가 잠들기는 또 오랫만이네,86 %,부정,"['보다', '잠들기는', '또', '오랫만이네']"
진심 돈아까움 평점 저거 다 사기임 돈아까움 시간아까움 최악의 최악 영화,99 %,부정,"['진심', '돈아까움', '평점', '저거', '다', '사기임', '돈아까움', '시간', '최악의', '최악', '영화']"
ㅜㅜ 흠 생각보다 별루였어요ㅜㅜㅜ,98 %,부정,"['ㅜㅜ', '흠', '생각', '별루였어요ㅜㅜㅜ']"
평점 보고 봤는데 완전 낚였네요~ㅠ 재미도 감동도 없어요 돈이 아까움...,99 %,부정,"['평점', '보고', '봤는데', '완전', '낚였네요~ㅠ', '재미', '감동', '없어', '돈이', '아까']"
남녀차별 직급별차별 부조리 온갖것들을 다겪으면서도 해맑았던 우리이모들같음. 멋짐.,99 %,긍정,"['남녀차별', '직급별차별', '부조리', '온갖것들을', '다겪으면서도', '해맑았던', '우리', '멋짐.']"
"스토리도 너무 좋았고, 배우들의 연기도 너무 좋았어요 충분히 흥행 할 만한 영화라보 봐요 너무 재밌게 봤어요 강추!",99 %,긍정,"['스토리', '너무', '좋았', '배우', '연기', '너무', '좋았어요', '충분히', '흥행', '할', '만한', '영화', '봐요', '너무', '재밌', '봤어요', '강추']"
방금 보고 나왔는데 존잼 강추!!!,98 %,긍정,"['방금', '보고', '나왔는데', '존잼', '강추']"
캐릭터들의 연기와 개성만 놓고 따지면 미생에도 비빌만하다. 70년대생~ 80년대 초중반생까지는 추억보정 요소가 많아 관람에 플러스요인,90 %,부정,"['캐릭터', '연기', '개성만', '놓고', '따지면', '미생에도', '비빌만하다.', '70년대생~', '80년대', '초중반생까지는', '추억보정', '요소가', '많아', '관람', '플러스요인']"
이 영화에서 아쉬운 점은 하필 코로나 시기에 상영한다는거...영화관에 사람이 없지만 재밌게 봤습니다,93 %,긍정,"['이', '영화', '아쉬운', '점은', '하필', '코로나', '시기에', '상영한다는거...영화관에', '사람', '없지만', '재밌', '봤습니다']"
이런걸 돈주고 보다니 웃끼구 유치해서 지루하구 디질뻔..,99 %,부정,"['이런', '돈주고', '보다', '웃끼구', '유치', '지루', '디질뻔..']"
재미없네요 .ㅠㅠ 평점만 믿고봣는데...,96 %,부정,"['재미', '.ㅠㅠ', '평점', '믿고봣는데...']"
휴우...항마력 딸림..,99 %,부정,"['휴우...항마력', '딸림..']"
평점에 당했다...나만 당할 순 없지,93 %,부정,"['평점', '당했다...나만', '당할', '순', '없지']"
오늘 영화봤는데 후회했다 극장용보단 영화채널에서봐야할영화였다 후기가좋아서 혹시나하고봣는데 역시나 그냥그랬다 역시한국영화는 극장에서보면 돈이아까비 박혜수 띨띨한 연기는 일품,92 %,부정,"['오늘', '영화', '후회했다', '극장', '영화', '후기가좋아서', '혹시나하고봣는데', '역시나', '그냥', '역시한국영화는', '극장', '돈이아까비', '박혜수', '띨띨한', '연기', '일품']"
"뭔가 이상한데? 전환은 빠른데 하고 싶은 얘기가 너무 많아서 루즈했습니다. 특히 마지막은...정말 그게 최선의 방식이었을까 싶습니다...+ 엄마랑 같이 보러가서, 영화값은 내가 결제하고 나쵸 얻어먹었는데 미안해서 나...",99 %,부정,"['뭔가', '이상한데?', '전환은', '빠른데', '하고', '싶은', '얘기가', '너무', '많아', '루즈했습니다.', '특히', '마지막', '그게', '최선의', '방식이었을까', '싶습니다...+', '엄마', '같이', '보러', '영화', '내가', '결제하고', '나쵸', '얻어먹었는데', '미안해서', '나...']"
실화래서 그나마 볼만했는데 그이상 이하도 없음 ㄷ ㄷ  ㄷ 코믹요소가 엄청 없어요 페미니즘영화라고 하는데 그런거보다 그시대 사회에 여자들이 점점 진출하고 그런 대우를 보여주는영화지 페미랑은 거리가먼데 ㅋㅋㅋ...?,53 %,부정,"['실화래서', '그나마', '볼만', '그이상', '이하도', '없음', 'ㄷ', 'ㄷ', 'ㄷ', '코믹요소가', '엄청', '없어', '페미', '하는', '그런', '그시대', '사회', '여자', '점점', '진출하고', '그런', '대우를', '보여', '페미', '거리가먼데', 'ㅋㅋ']"
